base_case_id,state,region_id,season,label,scenario_type,score,decision,abstained,score_delta_vs_observed,decision_changed,evidence_completeness,imputation
V08-CON-SUY-AUT-02,load_unavailable,suyeong,autumn,normal,normal_full_operation,0.36800000,normal,false,0.03066667,false,0.33333333,none
V08-CON-SUY-AUT-02,weather_unavailable,suyeong,autumn,normal,normal_full_operation,0.33733333,normal,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-02,phase_unavailable,suyeong,autumn,normal,normal_full_operation,0.33733333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-03,as_observed,suyeong,autumn,normal,normal_full_operation,0.36960000,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-03,load_unavailable,suyeong,autumn,normal,normal_full_operation,0.38640000,normal,false,0.01680000,false,0.33333333,none
V08-CON-SUY-AUT-03,weather_unavailable,suyeong,autumn,normal,normal_full_operation,0.36960000,normal,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-03,phase_unavailable,suyeong,autumn,normal,normal_full_operation,0.36960000,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-04,as_observed,suyeong,autumn,normal,twilight_boundary_operation,0.07683333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-04,load_unavailable,suyeong,autumn,normal,twilight_boundary_operation,0.08520000,normal,false,0.00836667,false,0.33333333,none
V08-CON-SUY-AUT-04,weather_unavailable,suyeong,autumn,normal,twilight_boundary_operation,0.07683333,normal,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-04,phase_unavailable,suyeong,autumn,normal,twilight_boundary_operation,0.07683333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-05,as_observed,suyeong,autumn,normal,twilight_boundary_operation,0.20846667,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-05,load_unavailable,suyeong,autumn,normal,twilight_boundary_operation,0.24560000,normal,false,0.03713333,false,0.33333333,none
V08-CON-SUY-AUT-05,weather_unavailable,suyeong,autumn,normal,twilight_boundary_operation,0.20846667,normal,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-05,phase_unavailable,suyeong,autumn,normal,twilight_boundary_operation,0.20846667,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-06,as_observed,suyeong,autumn,normal,twilight_boundary_operation,0.48273333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-06,load_unavailable,suyeong,autumn,normal,twilight_boundary_operation,0.52800000,abstain,true,0.04526667,true,0.33333333,none
V08-CON-SUY-AUT-06,weather_unavailable,suyeong,autumn,normal,twilight_boundary_operation,0.48273333,normal,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-06,phase_unavailable,suyeong,autumn,normal,twilight_boundary_operation,0.48273333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-07,as_observed,suyeong,autumn,normal,short_transient_spike,0.03063333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-07,load_unavailable,suyeong,autumn,normal,short_transient_spike,0.03480000,normal,false,0.00416667,false,0.33333333,none
V08-CON-SUY-AUT-07,weather_unavailable,suyeong,autumn,normal,short_transient_spike,0.03063333,normal,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-07,phase_unavailable,suyeong,autumn,normal,short_transient_spike,0.03063333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-08,as_observed,suyeong,autumn,normal,short_transient_spike,0.00000000,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-08,load_unavailable,suyeong,autumn,normal,short_transient_spike,0.00000000,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-08,weather_unavailable,suyeong,autumn,normal,short_transient_spike,0.00000000,normal,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-08,phase_unavailable,suyeong,autumn,normal,short_transient_spike,0.00000000,normal,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-09,as_observed,suyeong,autumn,normal,short_transient_spike,0.03063333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-09,load_unavailable,suyeong,autumn,normal,short_transient_spike,0.03480000,normal,false,0.00416667,false,0.33333333,none
V08-CON-SUY-AUT-09,weather_unavailable,suyeong,autumn,normal,short_transient_spike,0.03063333,normal,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-09,phase_unavailable,suyeong,autumn,normal,short_transient_spike,0.03063333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-10,as_observed,suyeong,autumn,normal,allowed_partial_operation,0.22533333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-10,load_unavailable,suyeong,autumn,normal,allowed_partial_operation,0.22533333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-10,weather_unavailable,suyeong,autumn,normal,allowed_partial_operation,0.22533333,normal,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-10,phase_unavailable,suyeong,autumn,normal,allowed_partial_operation,0.26400000,normal,false,0.03866667,false,0.33333333,none
V08-CON-SUY-AUT-11,as_observed,suyeong,autumn,normal,allowed_partial_operation,0.02476667,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-11,load_unavailable,suyeong,autumn,normal,allowed_partial_operation,0.02476667,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-11,weather_unavailable,suyeong,autumn,normal,allowed_partial_operation,0.02476667,normal,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-11,phase_unavailable,suyeong,autumn,normal,allowed_partial_operation,0.03440000,normal,false,0.00963333,false,0.33333333,none
V08-CON-SUY-AUT-12,as_observed,suyeong,autumn,normal,allowed_partial_operation,0.06913333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-12,load_unavailable,suyeong,autumn,normal,allowed_partial_operation,0.06913333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-12,weather_unavailable,suyeong,autumn,normal,allowed_partial_operation,0.06913333,normal,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-12,phase_unavailable,suyeong,autumn,normal,allowed_partial_operation,0.07200000,normal,false,0.00286667,false,0.33333333,none
V08-CON-SUY-AUT-13,as_observed,suyeong,autumn,normal,temporary_load_fluctuation,0.01523333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-13,load_unavailable,suyeong,autumn,normal,temporary_load_fluctuation,0.01523333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-13,weather_unavailable,suyeong,autumn,normal,temporary_load_fluctuation,0.01523333,normal,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-13,phase_unavailable,suyeong,autumn,normal,temporary_load_fluctuation,0.03480000,normal,false,0.01956667,false,0.33333333,none
V08-CON-SUY-AUT-14,as_observed,suyeong,autumn,normal,temporary_load_fluctuation,0.02476667,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-14,load_unavailable,suyeong,autumn,normal,temporary_load_fluctuation,0.02476667,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-14,weather_unavailable,suyeong,autumn,normal,temporary_load_fluctuation,0.02476667,normal,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-14,phase_unavailable,suyeong,autumn,normal,temporary_load_fluctuation,0.03440000,normal,false,0.00963333,false,0.33333333,none
V08-CON-SUY-AUT-15,as_observed,suyeong,autumn,normal,feature_missing_normal,0.15986667,normal,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-15,load_unavailable,suyeong,autumn,normal,feature_missing_normal,0.15760000,normal,false,-0.00226667,false,0.00000000,none
V08-CON-SUY-AUT-15,weather_unavailable,suyeong,autumn,normal,feature_missing_normal,0.15986667,normal,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-15,phase_unavailable,suyeong,autumn,normal,feature_missing_normal,0.15986667,normal,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-16,as_observed,suyeong,autumn,normal,feature_missing_normal,0.20433333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-16,load_unavailable,suyeong,autumn,normal,feature_missing_normal,0.22476667,normal,false,0.02043333,false,0.33333333,none
V08-CON-SUY-AUT-16,weather_unavailable,suyeong,autumn,normal,feature_missing_normal,0.20433333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-16,phase_unavailable,suyeong,autumn,normal,feature_missing_normal,0.21486667,normal,false,0.01053333,false,0.33333333,none
V08-CON-SUY-AUT-17,as_observed,suyeong,autumn,normal,high_cloud_or_rainfall_hard_negative,0.65836667,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-17,load_unavailable,suyeong,autumn,normal,high_cloud_or_rainfall_hard_negative,0.65836667,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-17,weather_unavailable,suyeong,autumn,normal,high_cloud_or_rainfall_hard_negative,0.65836667,anomaly,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-17,phase_unavailable,suyeong,autumn,normal,high_cloud_or_rainfall_hard_negative,0.72560000,anomaly,false,0.06723333,false,0.33333333,none
V08-CON-SUY-AUT-18,as_observed,suyeong,autumn,normal,high_cloud_or_rainfall_hard_negative,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-18,load_unavailable,suyeong,autumn,normal,high_cloud_or_rainfall_hard_negative,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-18,weather_unavailable,suyeong,autumn,normal,high_cloud_or_rainfall_hard_negative,1.00000000,anomaly,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-18,phase_unavailable,suyeong,autumn,normal,high_cloud_or_rainfall_hard_negative,1.00000000,anomaly,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-19,as_observed,suyeong,autumn,abnormal,post_sunrise_persistent_activation,0.52466667,normal,false,0.00000000,false,1.00000000,none
V08-CON-SUY-AUT-19,load_unavailable,suyeong,autumn,abnormal,post_sunrise_persistent_activation,0.46933333,normal,false,-0.05533333,false,0.66666667,none
V08-CON-SUY-AUT-19,weather_unavailable,suyeong,autumn,abnormal,post_sunrise_persistent_activation,0.52466667,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-19,phase_unavailable,suyeong,autumn,abnormal,post_sunrise_persistent_activation,0.51113333,abstain,true,-0.01353333,true,0.66666667,none
V08-CON-SUY-AUT-20,as_observed,suyeong,autumn,abnormal,post_sunrise_persistent_activation,1.00000000,anomaly,false,0.00000000,false,1.00000000,none
V08-CON-SUY-AUT-20,load_unavailable,suyeong,autumn,abnormal,post_sunrise_persistent_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-20,weather_unavailable,suyeong,autumn,abnormal,post_sunrise_persistent_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-20,phase_unavailable,suyeong,autumn,abnormal,post_sunrise_persistent_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-21,as_observed,suyeong,autumn,abnormal,post_sunrise_persistent_activation,1.00000000,anomaly,false,0.00000000,false,1.00000000,none
V08-CON-SUY-AUT-21,load_unavailable,suyeong,autumn,abnormal,post_sunrise_persistent_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-21,weather_unavailable,suyeong,autumn,abnormal,post_sunrise_persistent_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-21,phase_unavailable,suyeong,autumn,abnormal,post_sunrise_persistent_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-22,as_observed,suyeong,autumn,abnormal,deep_day_partial_activation,0.52466667,normal,false,0.00000000,false,1.00000000,none
V08-CON-SUY-AUT-22,load_unavailable,suyeong,autumn,abnormal,deep_day_partial_activation,0.46933333,normal,false,-0.05533333,false,0.66666667,none
V08-CON-SUY-AUT-22,weather_unavailable,suyeong,autumn,abnormal,deep_day_partial_activation,0.52466667,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-22,phase_unavailable,suyeong,autumn,abnormal,deep_day_partial_activation,0.51113333,abstain,true,-0.01353333,true,0.66666667,none
V08-CON-SUY-AUT-23,as_observed,suyeong,autumn,abnormal,deep_day_partial_activation,0.77033333,anomaly,false,0.00000000,false,1.00000000,none
V08-CON-SUY-AUT-23,load_unavailable,suyeong,autumn,abnormal,deep_day_partial_activation,0.66256667,anomaly,false,-0.10776667,false,0.66666667,none
V08-CON-SUY-AUT-23,weather_unavailable,suyeong,autumn,abnormal,deep_day_partial_activation,0.77033333,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-23,phase_unavailable,suyeong,autumn,abnormal,deep_day_partial_activation,0.69886667,anomaly,false,-0.07146667,false,0.66666667,none
V08-CON-SUY-AUT-24,as_observed,suyeong,autumn,abnormal,deep_day_partial_activation,1.00000000,anomaly,false,0.00000000,false,1.00000000,none
V08-CON-SUY-AUT-24,load_unavailable,suyeong,autumn,abnormal,deep_day_partial_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-24,weather_unavailable,suyeong,autumn,abnormal,deep_day_partial_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-24,phase_unavailable,suyeong,autumn,abnormal,deep_day_partial_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-25,as_observed,suyeong,autumn,abnormal,deep_day_full_activation,0.33966667,normal,false,0.00000000,false,1.00000000,none
V08-CON-SUY-AUT-25,load_unavailable,suyeong,autumn,abnormal,deep_day_full_activation,0.26583333,normal,false,-0.07383333,false,0.66666667,none
V08-CON-SUY-AUT-25,weather_unavailable,suyeong,autumn,abnormal,deep_day_full_activation,0.33966667,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-25,phase_unavailable,suyeong,autumn,abnormal,deep_day_full_activation,0.30763333,normal,false,-0.03203333,false,0.66666667,none
V08-CON-SUY-AUT-26,as_observed,suyeong,autumn,abnormal,deep_day_full_activation,0.77033333,anomaly,false,0.00000000,false,1.00000000,none
V08-CON-SUY-AUT-26,load_unavailable,suyeong,autumn,abnormal,deep_day_full_activation,0.66256667,anomaly,false,-0.10776667,false,0.66666667,none
V08-CON-SUY-AUT-26,weather_unavailable,suyeong,autumn,abnormal,deep_day_full_activation,0.77033333,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-26,phase_unavailable,suyeong,autumn,abnormal,deep_day_full_activation,0.69886667,anomaly,false,-0.07146667,false,0.66666667,none
V08-CON-SUY-AUT-27,as_observed,suyeong,autumn,abnormal,phase_selective_activation,1.00000000,anomaly,false,0.00000000,false,1.00000000,none
V08-CON-SUY-AUT-27,load_unavailable,suyeong,autumn,abnormal,phase_selective_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-27,weather_unavailable,suyeong,autumn,abnormal,phase_selective_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-27,phase_unavailable,suyeong,autumn,abnormal,phase_selective_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-28,as_observed,suyeong,autumn,abnormal,phase_selective_activation,0.52466667,normal,false,0.00000000,false,1.00000000,none
V08-CON-SUY-AUT-28,load_unavailable,suyeong,autumn,abnormal,phase_selective_activation,0.46933333,normal,false,-0.05533333,false,0.66666667,none
V08-CON-SUY-AUT-28,weather_unavailable,suyeong,autumn,abnormal,phase_selective_activation,0.52466667,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-28,phase_unavailable,suyeong,autumn,abnormal,phase_selective_activation,0.51113333,abstain,true,-0.01353333,true,0.66666667,none
V08-CON-SUY-AUT-29,as_observed,suyeong,autumn,abnormal,weak_long_duration_activation,0.94966667,anomaly,false,0.00000000,false,1.00000000,none
V08-CON-SUY-AUT-29,load_unavailable,suyeong,autumn,abnormal,weak_long_duration_activation,0.85983333,anomaly,false,-0.08983333,false,0.66666667,none
V08-CON-SUY-AUT-29,weather_unavailable,suyeong,autumn,abnormal,weak_long_duration_activation,0.94966667,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-29,phase_unavailable,suyeong,autumn,abnormal,weak_long_duration_activation,0.89613333,anomaly,false,-0.05353333,false,0.66666667,none
V08-CON-SUY-AUT-30,as_observed,suyeong,autumn,abnormal,weak_long_duration_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-30,load_unavailable,suyeong,autumn,abnormal,weak_long_duration_activation,1.00000000,anomaly,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-30,weather_unavailable,suyeong,autumn,abnormal,weak_long_duration_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-30,phase_unavailable,suyeong,autumn,abnormal,weak_long_duration_activation,1.00000000,anomaly,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-31,as_observed,suyeong,autumn,abnormal,moderate_load_mismatch,0.40133333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-31,load_unavailable,suyeong,autumn,abnormal,moderate_load_mismatch,0.33366667,normal,false,-0.06766667,false,0.33333333,none
V08-CON-SUY-AUT-31,weather_unavailable,suyeong,autumn,abnormal,moderate_load_mismatch,0.40133333,normal,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-31,phase_unavailable,suyeong,autumn,abnormal,moderate_load_mismatch,0.37546667,normal,false,-0.02586667,false,0.33333333,none
V08-CON-SUY-AUT-32,as_observed,suyeong,autumn,abnormal,moderate_load_mismatch,0.94966667,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-32,load_unavailable,suyeong,autumn,abnormal,moderate_load_mismatch,0.85983333,anomaly,false,-0.08983333,false,0.33333333,none
V08-CON-SUY-AUT-32,weather_unavailable,suyeong,autumn,abnormal,moderate_load_mismatch,0.94966667,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-32,phase_unavailable,suyeong,autumn,abnormal,moderate_load_mismatch,0.89613333,anomaly,false,-0.05353333,false,0.33333333,none
V08-CON-SUY-AUT-33,as_observed,suyeong,autumn,abnormal,partial_activation_long_persistence,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-33,load_unavailable,suyeong,autumn,abnormal,partial_activation_long_persistence,1.00000000,anomaly,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-33,weather_unavailable,suyeong,autumn,abnormal,partial_activation_long_persistence,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-33,phase_unavailable,suyeong,autumn,abnormal,partial_activation_long_persistence,1.00000000,anomaly,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-34,as_observed,suyeong,autumn,abnormal,partial_activation_long_persistence,0.64800000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-34,load_unavailable,suyeong,autumn,abnormal,partial_activation_long_persistence,0.60500000,anomaly,false,-0.04300000,false,0.33333333,none
V08-CON-SUY-AUT-34,weather_unavailable,suyeong,autumn,abnormal,partial_activation_long_persistence,0.64800000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-34,phase_unavailable,suyeong,autumn,abnormal,partial_activation_long_persistence,0.64680000,anomaly,false,-0.00120000,false,0.33333333,none
V08-CON-SUY-AUT-35,as_observed,suyeong,autumn,abnormal,phase_anomaly_moderate_activation,0.77033333,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-35,load_unavailable,suyeong,autumn,abnormal,phase_anomaly_moderate_activation,0.66256667,anomaly,false,-0.10776667,false,0.33333333,none
V08-CON-SUY-AUT-35,weather_unavailable,suyeong,autumn,abnormal,phase_anomaly_moderate_activation,0.77033333,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-35,phase_unavailable,suyeong,autumn,abnormal,phase_anomaly_moderate_activation,0.69886667,anomaly,false,-0.07146667,false,0.33333333,none
V08-CON-SUY-AUT-36,as_observed,suyeong,autumn,abnormal,phase_anomaly_moderate_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-36,load_unavailable,suyeong,autumn,abnormal,phase_anomaly_moderate_activation,1.00000000,anomaly,false,0.00000000,false,0.33333333,none
V08-CON-SUY-AUT-36,weather_unavailable,suyeong,autumn,abnormal,phase_anomaly_moderate_activation,1.00000000,anomaly,false,0.00000000,false,0.66666667,none
V08-CON-SUY-AUT-36,phase_unavailable,suyeong,autumn,abnormal,phase_anomaly_moderate_activation,1.00000000,anomaly,false,0.00000000,false,0.33333333,none
V08-CON-GAN-WIN-01,as_observed,gangneung,winter,normal,normal_full_operation,0.28526667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-WIN-01,load_unavailable,gangneung,winter,normal,normal_full_operation,0.28526667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-WIN-01,weather_unavailable,gangneung,winter,normal,normal_full_operation,0.28526667,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-WIN-01,phase_unavailable,gangneung,winter,normal,normal_full_operation,0.31120000,normal,false,0.02593333,false,0.33333333,none
V08-CON-GAN-WIN-02,as_observed,gangneung,winter,normal,normal_full_operation,0.34723333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-WIN-02,load_unavailable,gangneung,winter,normal,normal_full_operation,0.34723333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-WIN-02,weather_unavailable,gangneung,winter,normal,normal_full_operation,0.34723333,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-WIN-02,phase_unavailable,gangneung,winter,normal,normal_full_operation,0.36800000,normal,false,0.02076667,false,0.33333333,none
V08-CON-GAN-WIN-03,as_observed,gangneung,winter,normal,normal_full_operation,0.35400000,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-WIN-03,load_unavailable,gangneung,winter,normal,normal_full_operation,0.37400000,normal,false,0.02000000,false,0.66666667,none
V08-CON-GAN-WIN-03,weather_unavailable,gangneung,winter,normal,normal_full_operation,0.35400000,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-WIN-03,phase_unavailable,gangneung,winter,normal,normal_full_operation,0.36960000,normal,false,0.01560000,false,0.66666667,none
V08-CON-GAN-WIN-04,as_observed,gangneung,winter,normal,twilight_boundary_operation,0.05166667,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-WIN-04,load_unavailable,gangneung,winter,normal,twilight_boundary_operation,0.06143333,normal,false,0.00976667,false,0.66666667,none
V08-CON-GAN-WIN-04,weather_unavailable,gangneung,winter,normal,twilight_boundary_operation,0.05166667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-WIN-04,phase_unavailable,gangneung,winter,normal,twilight_boundary_operation,0.07683333,normal,false,0.02516667,false,0.66666667,none
V08-CON-GAN-WIN-05,as_observed,gangneung,winter,normal,twilight_boundary_operation,0.18033333,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-WIN-05,load_unavailable,gangneung,winter,normal,twilight_boundary_operation,0.21836667,normal,false,0.03803333,false,0.66666667,none
V08-CON-GAN-WIN-05,weather_unavailable,gangneung,winter,normal,twilight_boundary_operation,0.18033333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-WIN-05,phase_unavailable,gangneung,winter,normal,twilight_boundary_operation,0.20846667,normal,false,0.02813333,false,0.66666667,none
V08-CON-GAN-WIN-06,as_observed,gangneung,winter,normal,twilight_boundary_operation,0.43866667,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-WIN-06,load_unavailable,gangneung,winter,normal,twilight_boundary_operation,0.48713333,normal,false,0.04846667,false,0.66666667,none
V08-CON-GAN-WIN-06,weather_unavailable,gangneung,winter,normal,twilight_boundary_operation,0.43866667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-WIN-06,phase_unavailable,gangneung,winter,normal,twilight_boundary_operation,0.48273333,normal,false,0.04406667,false,0.66666667,none
V08-CON-GAN-WIN-07,as_observed,gangneung,winter,normal,short_transient_spike,0.00966667,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-WIN-07,load_unavailable,gangneung,winter,normal,short_transient_spike,0.01523333,normal,false,0.00556667,false,0.66666667,none
V08-CON-GAN-WIN-07,weather_unavailable,gangneung,winter,normal,short_transient_spike,0.00966667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-WIN-07,phase_unavailable,gangneung,winter,normal,short_transient_spike,0.03063333,normal,false,0.02096667,false,0.66666667,none
V08-CON-GAN-WIN-08,as_observed,gangneung,winter,normal,short_transient_spike,0.00000000,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-WIN-08,load_unavailable,gangneung,winter,normal,short_transient_spike,0.00000000,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-WIN-08,weather_unavailable,gangneung,winter,normal,short_transient_spike,0.00000000,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-WIN-08,phase_unavailable,gangneung,winter,normal,short_transient_spike,0.00000000,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-WIN-09,as_observed,gangneung,winter,normal,short_transient_spike,0.03480000,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-WIN-09,load_unavailable,gangneung,winter,normal,short_transient_spike,0.03480000,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-WIN-09,weather_unavailable,gangneung,winter,normal,short_transient_spike,0.03480000,normal,false,0.00000000,false,0.00000000,none
V08-CON-GAN-WIN-09,phase_unavailable,gangneung,winter,normal,short_transient_spike,0.03480000,normal,false,0.00000000,false,0.33333333,none
V08-CON-GAN-WIN-10,as_observed,gangneung,winter,normal,allowed_partial_operation,0.20066667,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-WIN-10,load_unavailable,gangneung,winter,normal,allowed_partial_operation,0.22533333,normal,false,0.02466667,false,0.66666667,none
V08-CON-GAN-WIN-10,weather_unavailable,gangneung,winter,normal,allowed_partial_operation,0.20066667,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-WIN-10,phase_unavailable,gangneung,winter,normal,allowed_partial_operation,0.24073333,normal,false,0.04006667,false,0.66666667,none
V08-CON-GAN-WIN-11,as_observed,gangneung,winter,normal,allowed_partial_operation,0.00433333,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-WIN-11,load_unavailable,gangneung,winter,normal,allowed_partial_operation,0.02476667,normal,false,0.02043333,false,0.66666667,none
V08-CON-GAN-WIN-11,weather_unavailable,gangneung,winter,normal,allowed_partial_operation,0.00433333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-WIN-11,phase_unavailable,gangneung,winter,normal,allowed_partial_operation,0.01486667,normal,false,0.01053333,false,0.66666667,none
V08-CON-GAN-WIN-12,as_observed,gangneung,winter,normal,allowed_partial_operation,0.07333333,normal,false,0.00000000,false,1.00000000,none
V08-CON-GAN-WIN-12,load_unavailable,gangneung,winter,normal,allowed_partial_operation,0.08526667,normal,false,0.01193333,false,0.66666667,none
V08-CON-GAN-WIN-12,weather_unavailable,gangneung,winter,normal,allowed_partial_operation,0.07333333,normal,false,0.00000000,false,0.66666667,none
V08-CON-GAN-WIN-12,phase_unavailable,gangneung,winter,normal,allowed_partial_operation,0.10066667,normal,false,0.02733333,false,0.66666667,none
V08-CON-GAN-WIN-13,as_observed,gangneung,winter,normal,temporary_load_fluctuation,0.00966667,normal,false,0.00000000,false,1.00000000,none
