smart_uid,province,municipality,road_name,address_road,address_lot,latitude,longitude,lighting_control,sensor_type,manager,manager_phone,data_date,source_file
SMART-aa20ead4f9,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549179,126.631913,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-4662bd0011,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549178,126.631912,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-285fee0c9c,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549177,126.631911,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-ff496c9c4b,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549176,126.63191,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-a7fbd5e36d,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549175,126.631909,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-57af898b63,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549174,126.631908,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-805acb768f,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549173,126.631907,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-b7310c5344,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549172,126.631906,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-4c77748829,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549171,126.631905,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-2a6bd055df,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.54917,126.631904,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-f6f28d677f,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549169,126.631903,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-9c1ace1340,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549168,126.631902,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-b0d9c04c4c,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549167,126.631901,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-8369e84ec9,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549166,126.6319,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-bc30c9fc6b,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549165,126.631899,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-ac973303bb,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549164,126.631898,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-35f2f9e505,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549163,126.631897,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-0f70cf9eaf,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549162,126.6318969,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-055c804984,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549161,126.631898,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-136403d1db,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.54916,126.631897,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-9aefaeca06,인천광역시,서구,청라대로,,인천광역시 서구 청라동 9-105,37.549159,126.631896,N,사물감지센서,인천광역시 서구청,032-560-4170,2026-01-15,전국스마트가로등표준데이터.csv
SMART-b7c3f75ad6,서울특별시,중구,세종대로,서울특별시 중구 세종대로 40,서울특별시 중구 남대문로4가 29,37.56000084,126.9757313,Y,조도센서,서울특별시 중구,02-3396-6153,2026-02-05,전국스마트가로등표준데이터.csv
SMART-1b4dfe7a98,서울특별시,중구,세종대로,서울특별시 중구 세종대로 40,서울특별시 중구 남대문로4가 29,37.56014723,126.9756322,Y,조도센서,서울특별시 중구,02-3396-6153,2026-02-05,전국스마트가로등표준데이터.csv
SMART-a726ae3538,서울특별시,중구,세종대로,서울특별시 중구 세종대로 40,서울특별시 중구 남대문로4가 29,37.5602215,126.9753012,Y,조도센서+S-Dot+유동인구센서,서울특별시 중구,02-3396-6153,2026-02-05,전국스마트가로등표준데이터.csv
SMART-1633b87ddf,서울특별시,중구,세종대로,서울특별시 중구 세종대로 40,서울특별시 중구 남대문로4가 29,37.56009081,126.9750918,Y,조도센서,서울특별시 중구,02-3396-6153,2026-02-05,전국스마트가로등표준데이터.csv
SMART-bd0674bc8c,서울특별시,중구,세종대로,서울특별시 중구 세종대로 40,서울특별시 중구 남대문로4가 29,37.55989706,126.9749334,Y,조도센서,서울특별시 중구,02-3396-6153,2026-02-05,전국스마트가로등표준데이터.csv
SMART-f26126a723,서울특별시,중구,세종대로,서울특별시 중구 세종대로 40,서울특별시 중구 남대문로4가 29,37.55942401,126.9748091,Y,조도센서,서울특별시 중구,02-3396-6153,2026-02-05,전국스마트가로등표준데이터.csv
SMART-a2ade48ad6,서울특별시,중구,세종대로,서울특별시 중구 세종대로 40,서울특별시 중구 남대문로4가 29,37.55922352,126.9747158,Y,조도센서+S-Dot+유동인구센서,서울특별시 중구,02-3396-6153,2026-02-05,전국스마트가로등표준데이터.csv
SMART-b2f18a6854,서울특별시,중구,세종대로,서울특별시 중구 세종대로 지하 101,서울특별시 중구 정동 5-5,37.56517516,126.9774841,Y,조도센서+유동인구센서,서울특별시 중구,02-3396-6153,2026-02-05,전국스마트가로등표준데이터.csv
SMART-c042ab1536,서울특별시,중구,세종대로,서울특별시 중구 세종대로 지하 101,서울특별시 중구 정동 5-5,37.56607165,126.9774696,Y,조도센서+S-Dot+유동인구센서,서울특별시 중구,02-3396-6153,2026-02-05,전국스마트가로등표준데이터.csv
SMART-00f82fc705,서울특별시,중구,세종대로,서울특별시 중구 세종대로 지하 101,서울특별시 중구 정동 5-5,37.56576982,126.9774754,Y,조도센서,서울특별시 중구,02-3396-6153,2026-02-05,전국스마트가로등표준데이터.csv
SMART-6ee1c24aee,서울특별시,중구,세종대로,서울특별시 중구 세종대로 지하 101,서울특별시 중구 정동 5-5,37.5653959,126.9774585,Y,조도센서,서울특별시 중구,02-3396-6153,2026-02-05,전국스마트가로등표준데이터.csv
SMART-d143e445be,서울특별시,중구,무교로,서울특별시 중구 무교로 23-1,서울특별시 중구 무교동 44-1,37.56800244,126.9791813,Y,조도센서+물체인식+온도감지센서,서울특별시 중구,02-3396-6153,2026-02-05,전국스마트가로등표준데이터.csv
SMART-d18c06fc89,부산광역시,강서구,낙동북로,부산광역시 강서구 낙동북로73번길 29,부산광역시 강서구 강동동 101-64,35.22041811,128.9385487,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-7ad9dd5f34,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 2091-12,35.19189873,128.9072137,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-8f89fdd23b,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 2091-15,35.1914052,128.9074686,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-f45c6af2a5,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 2729-13,35.19083793,128.9076933,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-514040c377,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 2729-17,35.18995382,128.9080686,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-15a6fc7ff3,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 2729-9,35.1887551,128.9083486,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-c7853044a9,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 2739-2,35.18795384,128.9084744,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-8870651aed,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 2620-3,35.18548695,128.9086294,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-c49b79668a,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 2767-2,35.18522588,128.908719,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-e97ce78f9c,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 2620-3,35.18548695,128.9086673,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-d617d551d0,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 3062-2,35.18365404,128.9087667,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-c75cb0ec71,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 3089-15,35.18200689,128.9087671,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-5156a7f8c1,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 3082-1,35.18187416,128.908769,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-596f75d4c4,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 3087-1,35.1814895,128.908745,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-1afab9f2c4,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 2861-1,35.18024135,128.9086948,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-ebcd782edf,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 3133-1,35.17889449,128.9086346,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-ff8e5d6160,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 3092-7,35.17838027,128.9085968,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-95f2485b3c,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 3119-1,35.17784955,128.908557,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-9284a2bb70,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 3094-1,35.17701143,128.9084198,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-7d7407928f,부산광역시,강서구,서낙동1길,,부산광역시 강서구 강동동 3343-1,35.17621238,128.908181,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-efbcedfd5e,부산광역시,강서구,낙동북로,,부산광역시 강서구 강동동 15-52,35.22406789,128.9433459,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-b1d39e6074,부산광역시,강서구,낙동북로,,부산광역시 강서구 강동동 7-17,35.22459688,128.9427249,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-1fa346335b,부산광역시,강서구,낙동북로,,부산광역시 강서구 강동동 7-25,35.22458635,128.941869,N,조도센서,부산광역시 강서구청,051-970-4676,2026-01-14,전국스마트가로등표준데이터.csv
SMART-7171ca6e2a,충청남도,공주시,우금티로,충청남도 공주시 우금티로 740,충청남도 공주시 공주시 옥룡동 185-1,36.4558597,127.1336512,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-4ca1024498,충청남도,공주시,우금티로,충청남도 공주시 우금티로 740,충청남도 공주시 공주시 옥룡동 185-1,36.4559562,127.1334523,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-026fc6954d,충청남도,공주시,월성산2길,충청남도 공주시 월성산2길 43,충청남도 공주시 공주시 옥룡동 425,36.4542394,127.1353191,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-713c3d54ba,충청남도,공주시,월성산2길,충청남도 공주시 월성산2길 43,충청남도 공주시 공주시 옥룡동 425,36.4542522,127.1350298,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-4eb0788b80,충청남도,공주시,월성산2길,충청남도 공주시 월성산2길 43,충청남도 공주시 공주시 옥룡동 425,36.4542499,127.1347052,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-f494000989,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4583606,127.138799,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-4be26fd88e,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4559223,127.1309267,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-ec9a61a811,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4559225,127.1314175,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-7cee30ec06,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4560086,127.131844,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-003875eaa6,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4560857,127.1322928,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-bd9dbb85ee,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.456151,127.1326621,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-e0d3e680a7,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4562316,127.1330903,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-292fed4da7,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.456289,127.1334587,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-0b58e9d699,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4562913,127.1337966,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-d0a1805414,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4562998,127.1342016,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-767db68a81,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4563085,127.1346389,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-e80eb450d6,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4564833,127.1350895,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-dca3774b81,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4566709,127.1354704,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-f8b78f91da,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4569363,127.1358217,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-05ae5cd8b0,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4572426,127.1361543,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-e3b3c89ebe,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4575662,127.1364574,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-ecab629182,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4578639,127.1367605,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-785dcf9c17,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4581444,127.1370582,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-92c841d3be,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4584421,127.1373345,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-ec5d28aa42,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.458326,127.1382786,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-6ea1c214cb,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4581793,127.1378817,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-2ad24f018c,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4579507,127.1375382,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-111c826719,충청남도,공주시,무령로,충청남도 공주시 무령로 312,충청남도 공주시 공주시 옥룡동 340-2,36.4577052,127.1371655,Y,무,공주시청,041-840-8118,2022-11-21,전국스마트가로등표준데이터.csv
SMART-69a664b675,강원특별자치도,춘천시,세실로,,강원특별자치도 춘천시 석사동 6-1,37.86832275,127.7608905,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-6fa1c5c55f,강원특별자치도,춘천시,우석로29번길,,강원특별자치도 춘천시 석사동 793,37.86487101,127.7493774,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-b035e79edb,강원특별자치도,춘천시,외솔길19번길,,강원특별자치도 춘천시 석사동 109-9,37.85772272,127.7521124,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-0feb2e6d73,강원특별자치도,춘천시,스무숲3길,,강원특별자치도 춘천시 석사동 산 71-2,37.8475466,127.7526169,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-cd6d509625,강원특별자치도,춘천시,스무숲3길,강원특별자치도 춘천시 스무숲4길 48,강원특별자치도 춘천시 석사동 164-1,37.8475028,127.7542728,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-6b919567d6,강원특별자치도,춘천시,공지로,,강원특별자치도 춘천시 석사동 114-2,37.85167713,127.7508851,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-125b2cace9,강원특별자치도,춘천시,효석로135번길,,강원특별자치도 춘천시 석사동 667-21,37.85797119,127.7445338,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-c2ab83183a,강원특별자치도,춘천시,효석로135번길,,강원특별자치도 춘천시 석사동 666-3,37.85817246,127.7429199,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-3ef51930fd,강원특별자치도,춘천시,석사길5번길,,강원특별자치도 춘천시 석사동 674,37.85876465,127.7442851,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-73c7967ec6,강원특별자치도,춘천시,석사길,,강원특별자치도 춘천시 석사동 667-1,37.85809326,127.7450391,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-fcb21cc7e2,강원특별자치도,춘천시,벌말길,강원특별자치도 춘천시 벌말길 85,강원특별자치도 춘천시 석사동 648,37.86117634,127.7423949,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-211282514a,강원특별자치도,춘천시,벌말길,강원특별자치도 춘천시 벌말길32,강원특별자치도 춘천시 석사동 657,37.85908127,127.7402649,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-334918dc56,강원특별자치도,춘천시,우석로,강원특별자치도 춘천시 우석로 14,강원특별자치도 춘천시 석사동 771-11,37.86189904,127.74754,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-c6b92ac51b,강원특별자치도,춘천시,우석로4번길,강원특별자치도 춘천시 우석로4번길 62,강원특별자치도 춘천시 석사동 379-3,37.86213303,127.7493853,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-da4053f317,강원특별자치도,춘천시,세실로,,강원특별자치도 춘천시 석사동 37,37.86616346,127.7593858,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-422c6458ce,강원특별자치도,춘천시,으뜸길4번길,강원특별자치도 춘천시 으뜸길 4번길 4,강원특별자치도 춘천시 효자동 18-22,37.87645935,127.7439296,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-ad342462f6,강원특별자치도,춘천시,서부대성로,강원특별자치도 춘천시 서부대성로 200-10,강원특별자치도 춘천시 효자동 616-4,37.87419018,127.7402232,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-a5a45b229a,강원특별자치도,춘천시,백령로,강원특별자치도 춘천시 백령로 142,강원특별자치도 춘천시 효자동 63-53,37.87444195,127.7430801,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-bd1de58a25,강원특별자치도,춘천시,백령로138번길,,강원특별자치도 춘천시 효자동 632-13,37.87289051,127.7454376,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-0147adb489,강원특별자치도,춘천시,백령로138번길,강원특별자치도 춘천시 백령로138번길 64,강원특별자치도 춘천시 효자동 632-6,37.87285995,127.7458215,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-f62eeec7e4,강원특별자치도,춘천시,백령로138번길,강원특별자치도 춘천시 백령로138번길 74,강원특별자치도 춘천시 효자동 633-7,37.87267401,127.7463608,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-5a0d93e696,강원특별자치도,춘천시,서부대성로227번길,강원특별자치도 춘천시 서부대성로227번길 7-11,강원특별자치도 춘천시 효자동 625-3,37.8740654,127.7432699,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-4b27e1e8b9,강원특별자치도,춘천시,서부대성로227번길,강원특별자치도 춘천시 서부대성로227번길 7-1,강원특별자치도 춘천시 효자동 625-10,37.87377585,127.74371,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-8a9911d3e7,강원특별자치도,춘천시,서부대성로227번길,강원특별자치도 춘천시 서부대성로227번길 15-18,강원특별자치도 춘천시 효자동 15-7,37.87405794,127.7448053,Y,적외선센서,강원특별자치도 춘천시청,033-250-3441,2025-11-14,전국스마트가로등표준데이터.csv
SMART-7da5917c11,충청북도,진천군,화랑8길,충청북도 진천군 화랑8길,충청북도 진천군 광혜원면 광혜원리 1093,36.994706,127.441022,Y,전류센서,충청북도 진천군,043-539-3363,2025-08-06,전국스마트가로등표준데이터.csv
SMART-dbb3a6187c,충청북도,진천군,살천이길,충청북도 진천군 살천이길,충청북도 진천군 광혜원면 금곡리 373-8,36.949801,127.445484,Y,전류센서,충청북도 진천군,043-539-3363,2025-08-06,전국스마트가로등표준데이터.csv
SMART-f6ec6e096f,충청북도,진천군,용소길,충청북도 진천군 용소길,충청북도 진천군 광혜원면 죽현리 1278,36.955596,127.429248,Y,전류센서,충청북도 진천군,043-539-3363,2025-08-06,전국스마트가로등표준데이터.csv
SMART-021e970154,충청북도,진천군,용소길,충청북도 진천군 용소길,충청북도 진천군 광혜원면 죽현리 1278,36.955503,127.42908,Y,전류센서,충청북도 진천군,043-539-3363,2025-08-06,전국스마트가로등표준데이터.csv
SMART-45d38d24b9,충청북도,진천군,용소길,충청북도 진천군 용소길,충청북도 진천군 광혜원면 죽현리 1278,36.956814,127.426215,Y,전류센서,충청북도 진천군,043-539-3363,2025-08-06,전국스마트가로등표준데이터.csv
SMART-ef335df8c8,충청북도,진천군,용소길,충청북도 진천군 용소길 90,충청북도 진천군 광혜원면 죽현리 1273,36.959709,127.426572,Y,전류센서,충청북도 진천군,043-539-3363,2025-08-06,전국스마트가로등표준데이터.csv
SMART-5b63a7f829,충청북도,진천군,용소2길,충청북도 진천군 용소2길,충청북도 진천군 광혜원면 회죽리 160-11,36.958042,127.430502,Y,전류센서,충청북도 진천군,043-539-3363,2025-08-06,전국스마트가로등표준데이터.csv
SMART-ced80d4c7d,충청북도,진천군,진광로,충청북도 진천군 진광로,충청북도 진천군 광혜원면 회죽리 63-15,36.970486,127.437461,Y,전류센서,충청북도 진천군,043-539-3363,2025-08-06,전국스마트가로등표준데이터.csv
SMART-a49db91b50,충청북도,진천군,선수촌로,충청북도 진천군 선수촌로,충청북도 진천군 광혜원면 회죽리 99-1,36.974066,127.432414,Y,전류센서,충청북도 진천군,043-539-3363,2025-08-06,전국스마트가로등표준데이터.csv
SMART-d3aa621632,충청북도,진천군,생거진천로,충청북도 진천군 생거진천로,충청북도 진천군 광혜원면 광혜원리 산74-4,36.984395,127.434512,Y,전류센서,충청북도 진천군,043-539-3363,2025-08-06,전국스마트가로등표준데이터.csv
SMART-0d8d9a4493,전라남도,순천시,신대로,,전라남도 순천시 해룡면 신대리 799,34.924859,127.5533621,Y,조도센서,전라남도 순천시,061-749-6330,2024-11-05,전국스마트가로등표준데이터.csv
