model,case_id,cabinet_uid,label,control_type,score_ami,score_duration,score_solar,score_asset,score_weather,total_score,candidate,rank
M0,CTRL-SY-CAB-e0188b6a4c,SY-CAB-e0188b6a4c,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,186
M0,CTRL-SY-CAB-e15575ce71,SY-CAB-e15575ce71,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,187
M0,CTRL-SY-CAB-e20a3be758,SY-CAB-e20a3be758,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,188
M0,CTRL-SY-CAB-e263d3fdfa,SY-CAB-e263d3fdfa,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,189
M0,CTRL-SY-CAB-e427dc3ca2,SY-CAB-e427dc3ca2,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,190
M0,CTRL-SY-CAB-e583f354ec,SY-CAB-e583f354ec,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,191
M0,CTRL-SY-CAB-e6b12e7489,SY-CAB-e6b12e7489,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,192
M0,CTRL-SY-CAB-ea4a11ca87,SY-CAB-ea4a11ca87,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,193
M0,CTRL-SY-CAB-ef9bc6cf08,SY-CAB-ef9bc6cf08,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,194
M0,CTRL-SY-CAB-f1dba229cb,SY-CAB-f1dba229cb,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,195
M0,CTRL-SY-CAB-f29edc0522,SY-CAB-f29edc0522,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,196
M0,CTRL-SY-CAB-f3764d2d5a,SY-CAB-f3764d2d5a,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,197
M0,CTRL-SY-CAB-f4d9b96a9a,SY-CAB-f4d9b96a9a,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,198
M0,CTRL-SY-CAB-f68f465c9b,SY-CAB-f68f465c9b,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,199
M0,CTRL-SY-CAB-f7cde5aa3d,SY-CAB-f7cde5aa3d,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,200
M0,CTRL-SY-CAB-fa5d1e9798,SY-CAB-fa5d1e9798,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,201
M0,CTRL-SY-CAB-fdda50350c,SY-CAB-fdda50350c,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,202
M0,CTRL-SY-CAB-fe173da917,SY-CAB-fe173da917,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,203
M0,CTRL-SY-CAB-ff023a997e,SY-CAB-ff023a997e,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,204
M1,CTRL-SY-CAB-0ce29a4daf,SY-CAB-0ce29a4daf,normal_control,C_adverse_weather,0.55,-0.0,0.0,0.0,0.0,0.55,True,1
M1,CTRL-SY-CAB-0d4d0b1aef,SY-CAB-0d4d0b1aef,normal_control,C_adverse_weather,0.55,-0.0,0.0,0.0,0.0,0.55,True,2
M1,CTRL-SY-CAB-128c928604,SY-CAB-128c928604,normal_control,C_adverse_weather,0.55,-0.0,0.0,0.0,0.0,0.55,True,3
M1,CTRL-SY-CAB-13aef7fca2,SY-CAB-13aef7fca2,normal_control,C_adverse_weather,0.55,-0.0,0.0,0.0,0.0,0.55,True,4
M1,CTRL-SY-CAB-13ec418774,SY-CAB-13ec418774,normal_control,C_adverse_weather,0.55,-0.0,0.0,0.0,0.0,0.55,True,5
M1,CTRL-SY-CAB-004f69e7e4,SY-CAB-004f69e7e4,normal_control,A_sunset_boundary,0.8,-0.0,-0.45,0.0,0.0,0.35,True,6
M1,CTRL-SY-CAB-00bf3193df,SY-CAB-00bf3193df,normal_control,A_sunset_boundary,0.8,-0.0,-0.45,0.0,0.0,0.35,True,7
M1,CTRL-SY-CAB-02055eedd2,SY-CAB-02055eedd2,normal_control,A_sunset_boundary,0.8,-0.0,-0.45,0.0,0.0,0.35,True,8
M1,CTRL-SY-CAB-03c2f068aa,SY-CAB-03c2f068aa,normal_control,A_sunset_boundary,0.8,-0.0,-0.45,0.0,0.0,0.35,True,9
M1,CTRL-SY-CAB-03d9d63714,SY-CAB-03d9d63714,normal_control,A_sunset_boundary,0.8,-0.0,-0.45,0.0,0.0,0.35,True,10
M1,ANOM-SY-CAB-082c6a7345,SY-CAB-082c6a7345,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,11
M1,ANOM-SY-CAB-0c940c7f31,SY-CAB-0c940c7f31,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,12
M1,ANOM-SY-CAB-0ff5c26f27,SY-CAB-0ff5c26f27,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,13
M1,ANOM-SY-CAB-11a030806b,SY-CAB-11a030806b,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,14
M1,ANOM-SY-CAB-16bce2a1c0,SY-CAB-16bce2a1c0,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,15
M1,ANOM-SY-CAB-1cd2be8800,SY-CAB-1cd2be8800,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,16
M1,ANOM-SY-CAB-1e5575ef40,SY-CAB-1e5575ef40,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,17
M1,ANOM-SY-CAB-245507b8f2,SY-CAB-245507b8f2,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,18
M1,ANOM-SY-CAB-248450b7b0,SY-CAB-248450b7b0,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,19
M1,ANOM-SY-CAB-2665e30f6b,SY-CAB-2665e30f6b,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,20
M1,ANOM-SY-CAB-2aa1ae2a5f,SY-CAB-2aa1ae2a5f,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,21
M1,ANOM-SY-CAB-37f3f2b32b,SY-CAB-37f3f2b32b,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,22
M1,ANOM-SY-CAB-3c6861d396,SY-CAB-3c6861d396,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,23
M1,ANOM-SY-CAB-4701a959c6,SY-CAB-4701a959c6,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,24
M1,ANOM-SY-CAB-4b02a9e27b,SY-CAB-4b02a9e27b,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,25
M1,ANOM-SY-CAB-4dd2e815cc,SY-CAB-4dd2e815cc,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,26
M1,ANOM-SY-CAB-50177e52f5,SY-CAB-50177e52f5,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,27
M1,ANOM-SY-CAB-502375414c,SY-CAB-502375414c,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,28
M1,ANOM-SY-CAB-50da942b62,SY-CAB-50da942b62,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,29
M1,ANOM-SY-CAB-5643046ecf,SY-CAB-5643046ecf,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,30
M1,ANOM-SY-CAB-5712016b2e,SY-CAB-5712016b2e,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,31
M1,ANOM-SY-CAB-5e5e2e417b,SY-CAB-5e5e2e417b,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,32
M1,ANOM-SY-CAB-63d66e1877,SY-CAB-63d66e1877,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,33
M1,ANOM-SY-CAB-66c30ac282,SY-CAB-66c30ac282,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,34
M1,ANOM-SY-CAB-6760905c21,SY-CAB-6760905c21,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,35
M1,ANOM-SY-CAB-69005e730c,SY-CAB-69005e730c,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,36
M1,ANOM-SY-CAB-6dc9777a03,SY-CAB-6dc9777a03,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,37
M1,ANOM-SY-CAB-715b5f5216,SY-CAB-715b5f5216,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,38
M1,ANOM-SY-CAB-7b2542c2bd,SY-CAB-7b2542c2bd,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,39
M1,ANOM-SY-CAB-8389649fa3,SY-CAB-8389649fa3,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,40
M1,ANOM-SY-CAB-84f0d25e33,SY-CAB-84f0d25e33,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,41
M1,ANOM-SY-CAB-987a63343c,SY-CAB-987a63343c,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,42
M1,ANOM-SY-CAB-9e585a96e3,SY-CAB-9e585a96e3,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,43
M1,ANOM-SY-CAB-a0094f6a60,SY-CAB-a0094f6a60,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,44
M1,ANOM-SY-CAB-aac150345f,SY-CAB-aac150345f,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,45
M1,ANOM-SY-CAB-b411ece2df,SY-CAB-b411ece2df,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,46
M1,ANOM-SY-CAB-ba3d522445,SY-CAB-ba3d522445,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,47
M1,ANOM-SY-CAB-bc9ff352d9,SY-CAB-bc9ff352d9,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,48
M1,ANOM-SY-CAB-cdf9b98e1d,SY-CAB-cdf9b98e1d,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,49
M1,ANOM-SY-CAB-d5d4f36cc5,SY-CAB-d5d4f36cc5,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,50
M1,ANOM-SY-CAB-d6a63b2385,SY-CAB-d6a63b2385,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,51
M1,ANOM-SY-CAB-d70c07505f,SY-CAB-d70c07505f,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,52
M1,ANOM-SY-CAB-dd85b9a3b7,SY-CAB-dd85b9a3b7,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,53
M1,ANOM-SY-CAB-e2da04e0e2,SY-CAB-e2da04e0e2,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,54
M1,ANOM-SY-CAB-fca94bf3bb,SY-CAB-fca94bf3bb,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,55
M1,ANOM-SY-CAB-ff01b34d1f,SY-CAB-ff01b34d1f,injected_anomaly,,0.2,-0.0,0.0,0.0,0.0,0.2,True,56
M1,CTRL-SY-CAB-156f778cd6,SY-CAB-156f778cd6,normal_control,D_normal_partial_operation,0.2,-0.0,0.0,0.0,0.0,0.2,True,57
M1,CTRL-SY-CAB-1b1dd89333,SY-CAB-1b1dd89333,normal_control,D_normal_partial_operation,0.2,-0.0,0.0,0.0,0.0,0.2,True,58
M1,CTRL-SY-CAB-1c211eb778,SY-CAB-1c211eb778,normal_control,D_normal_partial_operation,0.2,-0.0,0.0,0.0,0.0,0.2,True,59
M1,CTRL-SY-CAB-1fd5e1ea78,SY-CAB-1fd5e1ea78,normal_control,D_normal_partial_operation,0.2,-0.0,0.0,0.0,0.0,0.2,True,60
M1,CTRL-SY-CAB-2044ba36d4,SY-CAB-2044ba36d4,normal_control,D_normal_partial_operation,0.2,-0.0,0.0,0.0,0.0,0.2,True,61
M1,CTRL-SY-CAB-22101b6203,SY-CAB-22101b6203,normal_control,E_transient_spike,0.95,-0.7916666666666666,0.0,0.0,0.0,0.158333,False,62
M1,CTRL-SY-CAB-2293ce0a68,SY-CAB-2293ce0a68,normal_control,E_transient_spike,0.95,-0.7916666666666666,0.0,0.0,0.0,0.158333,False,63
M1,CTRL-SY-CAB-22dc9361ed,SY-CAB-22dc9361ed,normal_control,E_transient_spike,0.95,-0.7916666666666666,0.0,0.0,0.0,0.158333,False,64
M1,CTRL-SY-CAB-23088c37ed,SY-CAB-23088c37ed,normal_control,E_transient_spike,0.95,-0.7916666666666666,0.0,0.0,0.0,0.158333,False,65
M1,CTRL-SY-CAB-236d0f423d,SY-CAB-236d0f423d,normal_control,E_transient_spike,0.95,-0.7916666666666666,0.0,0.0,0.0,0.158333,False,66
M1,CTRL-SY-CAB-05c162ca05,SY-CAB-05c162ca05,normal_control,B_sunrise_residual,0.35,-0.0,-0.35,0.0,0.0,0.0,False,67
M1,CTRL-SY-CAB-06b2b5626a,SY-CAB-06b2b5626a,normal_control,B_sunrise_residual,0.35,-0.0,-0.35,0.0,0.0,0.0,False,68
M1,CTRL-SY-CAB-0a08599e9b,SY-CAB-0a08599e9b,normal_control,B_sunrise_residual,0.35,-0.0,-0.35,0.0,0.0,0.0,False,69
M1,CTRL-SY-CAB-0c98179588,SY-CAB-0c98179588,normal_control,B_sunrise_residual,0.35,-0.0,-0.35,0.0,0.0,0.0,False,70
M1,CTRL-SY-CAB-0cd2440ab1,SY-CAB-0cd2440ab1,normal_control,B_sunrise_residual,0.35,-0.0,-0.35,0.0,0.0,0.0,False,71
M1,CTRL-SY-CAB-243ae11413,SY-CAB-243ae11413,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,72
M1,CTRL-SY-CAB-273bc4f898,SY-CAB-273bc4f898,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,73
M1,CTRL-SY-CAB-2b2fc4cd07,SY-CAB-2b2fc4cd07,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,74
M1,CTRL-SY-CAB-2b786604c6,SY-CAB-2b786604c6,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,75
M1,CTRL-SY-CAB-2c47a841fb,SY-CAB-2c47a841fb,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,76
M1,CTRL-SY-CAB-2cc33acf1b,SY-CAB-2cc33acf1b,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,77
M1,CTRL-SY-CAB-2f140c7dee,SY-CAB-2f140c7dee,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,78
M1,CTRL-SY-CAB-32e2c6c61f,SY-CAB-32e2c6c61f,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,79
M1,CTRL-SY-CAB-345b0591ca,SY-CAB-345b0591ca,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,80
M1,CTRL-SY-CAB-3596b767ab,SY-CAB-3596b767ab,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,81
M1,CTRL-SY-CAB-36b981d3dc,SY-CAB-36b981d3dc,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,82
M1,CTRL-SY-CAB-385021d05c,SY-CAB-385021d05c,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,83
M1,CTRL-SY-CAB-389bbb2d5d,SY-CAB-389bbb2d5d,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,84
M1,CTRL-SY-CAB-3a76040023,SY-CAB-3a76040023,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,85
M1,CTRL-SY-CAB-3abf274d0a,SY-CAB-3abf274d0a,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,86
M1,CTRL-SY-CAB-3ba8bf40cf,SY-CAB-3ba8bf40cf,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,87
M1,CTRL-SY-CAB-3d1f747cee,SY-CAB-3d1f747cee,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,88
M1,CTRL-SY-CAB-3d620570ac,SY-CAB-3d620570ac,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,89
M1,CTRL-SY-CAB-3ddbf0de24,SY-CAB-3ddbf0de24,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,90
M1,CTRL-SY-CAB-3e06f82a0e,SY-CAB-3e06f82a0e,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,91
M1,CTRL-SY-CAB-3fd618fd12,SY-CAB-3fd618fd12,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,92
M1,CTRL-SY-CAB-40be76037a,SY-CAB-40be76037a,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,93
M1,CTRL-SY-CAB-44591d458f,SY-CAB-44591d458f,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,94
M1,CTRL-SY-CAB-4621a34bc8,SY-CAB-4621a34bc8,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,95
M1,CTRL-SY-CAB-47fff20e2c,SY-CAB-47fff20e2c,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,96
M1,CTRL-SY-CAB-4823d13b52,SY-CAB-4823d13b52,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,97
M1,CTRL-SY-CAB-4bde8263ef,SY-CAB-4bde8263ef,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,98
M1,CTRL-SY-CAB-4ce73a3391,SY-CAB-4ce73a3391,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,99
M1,CTRL-SY-CAB-50c52cc6c9,SY-CAB-50c52cc6c9,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,100
M1,CTRL-SY-CAB-50e6b35fb5,SY-CAB-50e6b35fb5,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,101
M1,CTRL-SY-CAB-541d7205dd,SY-CAB-541d7205dd,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,102
M1,CTRL-SY-CAB-55569d0c8e,SY-CAB-55569d0c8e,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,103
M1,CTRL-SY-CAB-5602b31a50,SY-CAB-5602b31a50,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,104
M1,CTRL-SY-CAB-565718517b,SY-CAB-565718517b,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,105
M1,CTRL-SY-CAB-56c8e0734a,SY-CAB-56c8e0734a,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,106
M1,CTRL-SY-CAB-588dd5beeb,SY-CAB-588dd5beeb,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,107
M1,CTRL-SY-CAB-5a60f186e7,SY-CAB-5a60f186e7,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,108
M1,CTRL-SY-CAB-5b61a70385,SY-CAB-5b61a70385,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,109
M1,CTRL-SY-CAB-5be8a18eed,SY-CAB-5be8a18eed,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,110
M1,CTRL-SY-CAB-5e3a21e38c,SY-CAB-5e3a21e38c,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,111
M1,CTRL-SY-CAB-5e96dcbabb,SY-CAB-5e96dcbabb,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,112
M1,CTRL-SY-CAB-63d4367c80,SY-CAB-63d4367c80,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,113
M1,CTRL-SY-CAB-646ea30325,SY-CAB-646ea30325,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,114
M1,CTRL-SY-CAB-6aaa863ac5,SY-CAB-6aaa863ac5,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,115
M1,CTRL-SY-CAB-7488bdc74f,SY-CAB-7488bdc74f,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,116
M1,CTRL-SY-CAB-76d9e09e78,SY-CAB-76d9e09e78,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,117
M1,CTRL-SY-CAB-76e690f057,SY-CAB-76e690f057,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,118
M1,CTRL-SY-CAB-7af43ed641,SY-CAB-7af43ed641,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,119
M1,CTRL-SY-CAB-7fdaaf1c36,SY-CAB-7fdaaf1c36,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,120
M1,CTRL-SY-CAB-85f9d54eaa,SY-CAB-85f9d54eaa,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,121
M1,CTRL-SY-CAB-89191950ab,SY-CAB-89191950ab,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,122
M1,CTRL-SY-CAB-8a139c8819,SY-CAB-8a139c8819,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,123
M1,CTRL-SY-CAB-8a36544a30,SY-CAB-8a36544a30,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,124
M1,CTRL-SY-CAB-8beb0740f3,SY-CAB-8beb0740f3,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,125
M1,CTRL-SY-CAB-8c32346369,SY-CAB-8c32346369,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,126
M1,CTRL-SY-CAB-8cf9ec612c,SY-CAB-8cf9ec612c,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,127
M1,CTRL-SY-CAB-8d99d72371,SY-CAB-8d99d72371,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,128
M1,CTRL-SY-CAB-8e6b212e60,SY-CAB-8e6b212e60,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,129
M1,CTRL-SY-CAB-8f5ef9ce69,SY-CAB-8f5ef9ce69,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,130
M1,CTRL-SY-CAB-91a790ee47,SY-CAB-91a790ee47,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,131
M1,CTRL-SY-CAB-92de49aa37,SY-CAB-92de49aa37,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,132
M1,CTRL-SY-CAB-92eb2e5b2c,SY-CAB-92eb2e5b2c,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,133
M1,CTRL-SY-CAB-933e0543f6,SY-CAB-933e0543f6,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,134
M1,CTRL-SY-CAB-937deb1a4d,SY-CAB-937deb1a4d,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,135
M1,CTRL-SY-CAB-9475205fe5,SY-CAB-9475205fe5,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,136
M1,CTRL-SY-CAB-963cc46567,SY-CAB-963cc46567,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,137
M1,CTRL-SY-CAB-966875a63c,SY-CAB-966875a63c,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,138
M1,CTRL-SY-CAB-9757f5ca46,SY-CAB-9757f5ca46,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,139
M1,CTRL-SY-CAB-9a1335b0c3,SY-CAB-9a1335b0c3,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,140
M1,CTRL-SY-CAB-9a4fcd9616,SY-CAB-9a4fcd9616,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,141
M1,CTRL-SY-CAB-9b16398af5,SY-CAB-9b16398af5,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,142
M1,CTRL-SY-CAB-9f97df4c82,SY-CAB-9f97df4c82,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,143
M1,CTRL-SY-CAB-9fec55c536,SY-CAB-9fec55c536,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,144
M1,CTRL-SY-CAB-a42a4f4e8d,SY-CAB-a42a4f4e8d,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,145
M1,CTRL-SY-CAB-a68df7d176,SY-CAB-a68df7d176,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,146
M1,CTRL-SY-CAB-a715479152,SY-CAB-a715479152,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,147
M1,CTRL-SY-CAB-a96e62a3bc,SY-CAB-a96e62a3bc,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,148
M1,CTRL-SY-CAB-a9d5cc164f,SY-CAB-a9d5cc164f,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,149
M1,CTRL-SY-CAB-aec1bf9469,SY-CAB-aec1bf9469,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,150
M1,CTRL-SY-CAB-aec7dd5eb0,SY-CAB-aec7dd5eb0,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,151
M1,CTRL-SY-CAB-aedca82d53,SY-CAB-aedca82d53,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,152
M1,CTRL-SY-CAB-b1ddd2bdb1,SY-CAB-b1ddd2bdb1,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,153
M1,CTRL-SY-CAB-b30f5cbde4,SY-CAB-b30f5cbde4,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,154
M1,CTRL-SY-CAB-b32bddb84c,SY-CAB-b32bddb84c,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,155
M1,CTRL-SY-CAB-b47e8f9727,SY-CAB-b47e8f9727,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,156
M1,CTRL-SY-CAB-b67fa2d367,SY-CAB-b67fa2d367,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,157
M1,CTRL-SY-CAB-b70f9ee7e7,SY-CAB-b70f9ee7e7,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,158
M1,CTRL-SY-CAB-b7ab059f4f,SY-CAB-b7ab059f4f,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,159
M1,CTRL-SY-CAB-b7da6f9acf,SY-CAB-b7da6f9acf,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,160
M1,CTRL-SY-CAB-b86f498cc3,SY-CAB-b86f498cc3,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,161
M1,CTRL-SY-CAB-b8be8cec6d,SY-CAB-b8be8cec6d,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,162
M1,CTRL-SY-CAB-bc70898630,SY-CAB-bc70898630,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,163
M1,CTRL-SY-CAB-be62abcbf5,SY-CAB-be62abcbf5,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,164
M1,CTRL-SY-CAB-bee6a8d850,SY-CAB-bee6a8d850,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,165
M1,CTRL-SY-CAB-c181d62281,SY-CAB-c181d62281,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,166
M1,CTRL-SY-CAB-c3d2aa0721,SY-CAB-c3d2aa0721,normal_control,,0.02,-0.02,0.0,0.0,0.0,0.0,False,167
